idno,name,year,date_from,date_to,cadre,training_name
01OR026900,Shri Sanjeeb Kumar Mishra,2012,30/04/2012,22/06/2012,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR027000,Shri Sanjay Kumar Singh,2012,30/04/2012,22/06/2012,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR027100,Dr. Pramod Kumar Meherda,2012,30/04/2012,22/06/2012,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR026800,Shri Vishal Kumar Dev,2011,22/08/2011,14/10/2011,Orissa,Mid Career Programme for IAS Officers - Phase IV
01OR027201,Shri Vishal Gagan,2007,16/06/2007,08/08/2007,Orissa,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01OR027201,Shri Vishal Gagan,2013,01/07/2013,23/08/2013,Orissa,8th Round of Phase-IV Mid Career Programme for IAS Officers
01OR027300,Shri Suresh Kumar Vashist,2007,16/06/2007,08/08/2007,Orissa,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01OR027300,Shri Suresh Kumar Vashist,2013,01/07/2013,23/08/2013,Orissa,8th Round of Phase-IV Mid Career Programme for IAS Officers
01OR027301,Shri Bhaskar Jyoti Sarma,2008,16/06/2008,08/08/2008,Orissa,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01OR027400,Ms. Shubha Sarma,2008,16/06/2008,08/08/2008,Orissa,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01OR027500,Shri N. B. S. Rajput,2007,16/06/2007,08/08/2007,Orissa,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01OR027500,Shri N. B. S. Rajput,2014,23/06/2014,14/08/2014,Orissa,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01OR027600,Ms. Sujata R Karthikeyan,2008,16/06/2008,08/08/2008,Orissa,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01OR027601,Shri V Karthikeya Pandian,2008,16/06/2008,08/08/2008,Orissa,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01OR027700,Shri Manish Kumar Verma,2008,16/06/2008,08/08/2008,Orissa,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01OR027800,Shri Temjenwapang Ao,2008,16/06/2008,08/08/2008,Orissa,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01OR027900,Ms. Shalini Pandit,2009,29/06/2009,21/08/2009,Orissa,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01OR027901,Shri Swamy D V,2009,29/06/2009,21/08/2009,Orissa,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01OR028000,Shri Santhanagopalan R.,2009,29/06/2009,21/08/2009,Orissa,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01OR028100,Shri Girish Sn,2013,29/04/2013,21/06/2013,Orissa,Mid Career Programme for IAS Officers - Phase III
01OR028200,Ms. Debjani Chakrabarti,2012,02/07/2012,24/08/2012,Orissa,Mid Career Programme for IAS Officers - Phase III
01OR028201,Dr.(Ms.) Mrinalini Darswal,2012,02/07/2012,24/08/2012,Orissa,Mid Career Programme for IAS Officers - Phase III
01OR028300,Ms. Aswathy S,2011,20/06/2011,12/08/2011,Orissa,Mid Career Programme for IAS Officers - Phase III
01OR908001,Shri Akhila Bihari Ota,2011,20/06/2011,12/08/2011,Orissa,Mid Career Programme for IAS Officers - Phase III
01OR909001,Shri Anil Kumar Samal,2011,20/06/2011,12/08/2011,Orissa,Mid Career Programme for IAS Officers - Phase III
01OR909002,Shri Nityananda Palai,2011,20/06/2011,12/08/2011,Orissa,Mid Career Programme for IAS Officers - Phase III
01OR909003,Shri Srikanta Prusty,2011,20/06/2011,12/08/2011,Orissa,Mid Career Programme for IAS Officers - Phase III
01PB014802,Ms. Kusumjit Sidhu,2007,01/01/2007,25/01/2007,Punjab,MIC Career Programme for IAS Officers - Phase V
01PB015000,Shri Himmat Singh,2009,05/01/2009,30/01/2009,Punjab,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01PB015200,Ms. Anjuly Chib Duggal,2009,05/01/2009,30/01/2009,Punjab,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01PB015600,Shri Sarvesh Kaushal,2009,05/01/2009,30/01/2009,Punjab,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01PB015800,Shri Navneet Singh Kang,2011,09/10/2011,11/11/2011,Punjab,Mid Career Programme for IAS Officers - Phase V
01PB015900,Shri Suresh Kumar,2011,09/10/2011,11/11/2011,Punjab,Mid Career Programme for IAS Officers - Phase V
01PB016000,Shri Jagpal Singh,2011,09/10/2011,11/11/2011,Punjab,Mid Career Programme for IAS Officers - Phase V
01PB016100,Shri Karan Bir Singh Sidhu,2012,01/10/2012,02/11/2012,Punjab,6th round of Phase-V  of the MCTP for IAS officers (2012)
01PB016200,Shri Karan A Singh,2012,01/10/2012,02/11/2012,Punjab,6th round of Phase-V  of the MCTP for IAS officers (2012)
01PB016300,Dr. Nirmaljeet Singh Kalsi,2012,01/10/2012,02/11/2012,Punjab,6th round of Phase-V  of the MCTP for IAS officers (2012)
01PB016400,Shri Mandeep Singh Sandhu,2013,16/09/2013,18/10/2013,Punjab,7th Round MCT Phase 5
01PB016700,Shri Chhabilendra Roul,2013,16/09/2013,18/10/2013,Punjab,7th Round MCT Phase 5
01PB016900,Ms. Kalpana Mittal Baruah,2013,16/09/2013,18/10/2013,Punjab,7th Round MCT Phase 5
01PB017000,Shri Satish Chandra,2013,16/09/2013,18/10/2013,Punjab,7th Round MCT Phase 5
01PB019300,Shri A Venu Prasad,2007,21/04/2007,25/05/2007,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01PB019400,Shri Sucha Ram Ladhar,2007,21/04/2007,25/05/2007,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01PB019401,Ms. Seema S Jain,2007,21/04/2007,25/05/2007,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01PB019418,Shri Mandeep Singh,2009,01/06/2009,24/07/2009,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01PB019500,Shri Saravjit Singh,2009,01/06/2009,24/07/2009,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01PB019600,Shri K. A. Prasad Sinha,2009,01/06/2009,24/07/2009,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01PB019700,Ms. Raji Pramod Srivastava,2009,01/06/2009,24/07/2009,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01PB019800,Shri Jaspal Singh,2009,01/06/2009,24/07/2009,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01PB019812,Shri Raminder Singh,2011,22/08/2011,14/10/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB019815,Shri Samir Kumar,2009,01/06/2009,24/07/2009,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01PB019816,Shri Ashok Kumar Gupta,2009,01/06/2009,24/07/2009,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01PB020000,Shri Anurag Verma,2012,30/04/2012,22/06/2012,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB020100,Shri Rakesh Kumar Verma,2011,22/08/2011,14/10/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB020300,Shri Ramesh Kumar Ganta,2010,04/10/2010,26/11/2010,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01PB020400,Shri Vikas Pratap,2012,30/04/2012,22/06/2012,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB020500,Shri Dhirendra Kr Tiwari,2011,18/04/2011,10/06/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB020600,Shri Alok Shekhar,2011,18/04/2011,10/06/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB020700,Shri J M Balamurugan,2013,01/07/2013,23/08/2013,Punjab,8th Round of Phase-IV Mid Career Programme for IAS Officers
01PB020701,Shri Tejveer Singh,2011,18/04/2011,10/06/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB020715,Shri Arvinder Singh,2011,22/08/2011,14/10/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB020800,Ms. Jaspreet Talwar,2008,21/04/2008,11/06/2008,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01PB020900,Shri Dilip Kumar,2008,21/04/2008,11/06/2008,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01PB021000,Shri Hussan Lal,2008,21/04/2008,11/06/2008,Punjab,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01PB021100,Shri Ajoy Kumar Sinha,2011,22/08/2011,14/10/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB021111,Shri K. S. Pannu,2012,30/04/2012,22/06/2012,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB021200,Shri Raj Kamal Chaudhuri,2012,30/04/2012,22/06/2012,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB021300,Shri Vivek Pratap Singh,2011,22/08/2011,14/10/2011,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB021400,Shri Rahul Bhandari,2013,01/07/2013,23/08/2013,Punjab,8th Round of Phase-IV Mid Career Programme for IAS Officers
01PB021500,Shri Krishan Kumar,2013,01/07/2013,23/08/2013,Punjab,8th Round of Phase-IV Mid Career Programme for IAS Officers
01PB021600,Shri Veerendra Kumar Meena,2012,30/04/2012,22/06/2012,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB021601,Ms. Rakhee Gupta Bhandari,2013,01/07/2013,23/08/2013,Punjab,8th Round of Phase-IV Mid Career Programme for IAS Officers
01PB021700,Shri Vikas Garg,2007,16/06/2007,08/08/2007,Punjab,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01PB021701,Dr. Sirra Kauna Raju,2007,16/06/2007,08/08/2007,Punjab,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01PB021701,Dr. Sirra Kauna Raju,2013,01/07/2013,23/08/2013,Punjab,8th Round of Phase-IV Mid Career Programme for IAS Officers
01PB021800,Shri Sumer Singh Gurjar,2007,16/06/2007,08/08/2007,Punjab,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01PB021800,Shri Sumer Singh Gurjar,2014,23/06/2014,14/08/2014,Punjab,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01PB021900,Ms. Bhawna Garg,2008,16/06/2008,08/08/2008,Punjab,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01PB022000,Shri Nilkanth S. Avhad,2007,16/06/2007,08/08/2007,Punjab,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01PB022000,Shri Nilkanth S. Avhad,2014,23/06/2014,14/08/2014,Punjab,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01PB022001,Shri Ajoy Sharma,2008,16/06/2008,08/08/2008,Punjab,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01PB022100,Shri Rahul Tiwari,2008,16/06/2008,08/08/2008,Punjab,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01PB022101,Ms. Alaknanda Dayal,2008,16/06/2008,08/08/2008,Punjab,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01PB022102,Shri Kumar Rahul,2008,16/06/2008,08/08/2008,Punjab,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01PB022103,Shri Ajeet Singh Pannu,2012,30/04/2012,22/06/2012,Punjab,Mid Career Programme for IAS Officers - Phase IV
01PB022300,Shri Gurkirat Kirpal Singh,2009,29/06/2009,21/08/2009,Punjab,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01PB022400,Shri Priyank Bharti,2011,20/06/2011,12/08/2011,Punjab,Mid Career Programme for IAS Officers - Phase III
01PB022600,Dr. Zade Vijay Namdeorao,2012,02/07/2012,24/08/2012,Punjab,Mid Career Programme for IAS Officers - Phase III
01PB022601,Shri Baldeo Purushartha,2010,07/06/2010,30/07/2010,Punjab,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01PB022700,Shri Kamal Kishor Yadav,2012,02/07/2012,24/08/2012,Punjab,Mid Career Programme for IAS Officers - Phase III
01PB022800,Shri Rajat Agarwal,2012,02/07/2012,24/08/2012,Punjab,Mid Career Programme for IAS Officers - Phase III
01PB023000,Shri Manashvi Kumar,2012,02/07/2012,24/08/2012,Punjab,Mid Career Programme for IAS Officers - Phase III
01PB023201,Ms. Shruti Singh,2012,02/07/2012,24/08/2012,Punjab,Mid Career Programme for IAS Officers - Phase III
01PB802001,Shri Dipinder Singh,2013,01/07/2013,23/08/2013,Punjab,8th Round of Phase-IV Mid Career Programme for IAS Officers
01PB806002,Shri Arunjit Singh Miglani,2011,20/06/2011,12/08/2011,Punjab,Mid Career Programme for IAS Officers - Phase III
01PB807001,Shri Arvinder Singh Bains,2010,07/06/2010,30/07/2010,Punjab,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01PB807004,Shri Sukhjit Singh Bains,2013,29/04/2013,21/06/2013,Punjab,Mid Career Programme for IAS Officers - Phase III
01RJ020000,Ms. Nilima Jauhari,2007,01/01/2007,25/01/2007,Rajasthan,MIC Career Programme for IAS Officers - Phase V
01RJ020200,Dr. Lalit K Panwar,2007,01/01/2007,25/01/2007,Rajasthan,MIC Career Programme for IAS Officers - Phase V
01RJ020500,Shri Om Prakash Meena,2007,01/01/2007,25/01/2007,Rajasthan,MIC Career Programme for IAS Officers - Phase V
01RJ020600,Shri Ashok Sampatram,2008,06/01/2008,01/02/2008,Rajasthan,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01RJ020900,Shri Gurdial Singh Sandhu,2008,06/01/2008,01/02/2008,Rajasthan,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01RJ021100,Shri Anirban Mukhopadhaya,2008,06/01/2008,01/02/2008,Rajasthan,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01RJ021200,Dr. Shyam S Agarwal,2008,06/01/2008,01/02/2008,Rajasthan,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01RJ021300,Shri Ashok Shekhar,2010,12/12/2010,14/01/2011,Rajasthan,Mid Career Programme for IAS Officers- Phase V
01RJ021500,Shri Sunil Arora,2009,05/01/2009,30/01/2009,Rajasthan,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01RJ021700,Shri Ashok Jain,2009,05/01/2009,30/01/2009,Rajasthan,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01RJ021900,Shri Rakesh Verma,2009,05/01/2009,30/01/2009,Rajasthan,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01RJ022000,Shri Rakesh Srivastava,2009,05/01/2009,30/01/2009,Rajasthan,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01RJ022100,Ms. Gurjot Kaur,2009,05/01/2009,30/01/2009,Rajasthan,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01RJ022200,Shri Rajhans Upadhaya,2009,05/01/2009,30/01/2009,Rajasthan,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01RJ022400,Shri Ashutosh Bhargava,2009,05/01/2009,30/01/2009,Rajasthan,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01RJ022800,Shri Vipin Chandra Sharma,2010,12/12/2010,14/01/2011,Rajasthan,Mid Career Programme for IAS Officers- Phase V
01RJ022900,Shri Vinod Zutshi,2010,12/12/2010,14/01/2011,Rajasthan,Mid Career Programme for IAS Officers- Phase V
01RJ023100,Shri Nihal Chand Goel,2011,09/10/2011,11/11/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase V
01RJ023600,Shri Balkishan Meena,2010,12/12/2010,14/01/2011,Rajasthan,Mid Career Programme for IAS Officers- Phase V
01RJ023700,Shri Subhash Chandra Garg,2011,09/10/2011,11/11/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase V
01RJ023800,Dr. Ashok Singhvi,2011,09/10/2011,11/11/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase V
01RJ024000,Shri Devendra Bhushan Gupta,2011,09/10/2011,11/11/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase V
01RJ024100,Shri Umesh Kumar,2012,01/10/2012,02/11/2012,Rajasthan,6th round of Phase-V  of the MCTP for IAS officers (2012)
01RJ024300,Shri Om Prakash Saini,2011,09/10/2011,11/11/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase V
01RJ024601,Ms. Seema Bahuguna,2012,01/10/2012,02/11/2012,Rajasthan,6th round of Phase-V  of the MCTP for IAS officers (2012)
01RJ024800,Shri Mukesh Kumar Sharma,2011,09/10/2011,11/11/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase V
01RJ024900,Dr. Govind Sharma,2012,01/10/2012,02/11/2012,Rajasthan,6th round of Phase-V  of the MCTP for IAS officers (2012)
01RJ025000,Shri Shreemat Pandey,2012,01/10/2012,02/11/2012,Rajasthan,6th round of Phase-V  of the MCTP for IAS officers (2012)
01RJ025100,Shri Pritam Singh,2012,01/10/2012,02/11/2012,Rajasthan,6th round of Phase-V  of the MCTP for IAS officers (2012)
01RJ025500,Shri Lalit Mehra,2012,01/10/2012,02/11/2012,Rajasthan,6th round of Phase-V  of the MCTP for IAS officers (2012)
01RJ025800,Shri Rajeev Swarup,2013,16/09/2013,18/10/2013,Rajasthan,7th Round MCT Phase 5
01RJ026100,Shri Giriraj Singh,2013,16/09/2013,18/10/2013,Rajasthan,7th Round MCT Phase 5
01RJ026200,Dr. Sudarsan Sethi,2013,16/09/2013,18/10/2013,Rajasthan,7th Round MCT Phase 5
01RJ026201,Ms. Usha Sharma,2013,16/09/2013,18/10/2013,Rajasthan,7th Round MCT Phase 5
01RJ028200,Shri Manoj Sharma,2007,21/04/2007,25/05/2007,Rajasthan,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01RJ028400,Shri Rajat Kumar Mishra,2011,22/08/2011,14/10/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ028300,Shri Sudhansh Pant,2007,21/04/2007,25/05/2007,Rajasthan,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01RJ028500,Shri Abhay Kumar,2011,22/08/2011,14/10/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ028600,Shri Akhil Arora,2011,22/08/2011,14/10/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ028800,Shri Tanmay Kumar,2011,18/04/2011,10/06/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ028801,Shri Shikhar Agarwal,2011,18/04/2011,10/06/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ028900,Shri Alok,2011,18/04/2011,10/06/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029000,Ms. Aparna Arora,2011,22/08/2011,14/10/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029001,Shri Sandeep Verma,2011,18/04/2011,10/06/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029100,Shri Kuldeep Ranka,2012,30/04/2012,22/06/2012,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029200,Ms. Sreya Guha,2012,30/04/2012,22/06/2012,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029300,Ms. Roli Singh,2011,18/04/2011,10/06/2011,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029400,Shri Anand Kumar,2012,30/04/2012,22/06/2012,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029500,Shri Naresh Pal Gangwar,2012,30/04/2012,22/06/2012,Rajasthan,Mid Career Programme for IAS Officers - Phase IV
01RJ029600,Shri Praveen Gupta,2008,21/04/2008,11/06/2008,Rajasthan,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01RJ029700,Shri Sawant Bhasker Atmaram,2008,21/04/2008,11/06/2008,Rajasthan,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01RJ029800,Shri Rajeev Singh Thakur,2010,04/10/2010,26/11/2010,Rajasthan,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01RJ029900,Shri Ashwini Bhagat,2008,21/04/2008,11/06/2008,Rajasthan,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
